Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(Order Time),diff_order_delivery,Hour(Delivery Time),Price (INR),Order_Amount,Day_of_order,Day_of_delivery,Revenue
555,C100,56,4,28-06-2023,12:05:43,30-06-2023,17:58:12,Ratlam,Anniversary,June,12,2,17,1272,5088,Wednesday,Friday,5088
556,C073,17,1,13-12-2023,15:34:22,21-12-2023,15:49:48,Cuttack,Anniversary,December,15,8,15,1899,1899,Wednesday,Thursday,1899
564,C007,40,1,07-04-2023,00:40:20,15-04-2023,06:06:57,Gandhinagar,Anniversary,April,0,8,6,1923,1923,Friday,Saturday,1923
572,C060,25,5,04-06-2023,15:48:37,10-06-2023,10:11:48,Kamarhati,Anniversary,June,15,6,10,1202,6010,Sunday,Saturday,6010
577,C008,20,4,28-10-2023,14:51:26,05-11-2023,18:50:45,Hazaribagh,Anniversary,October,14,8,18,697,2788,Saturday,Sunday,2788
583,C025,56,4,18-09-2023,16:47:25,22-09-2023,19:58:33,Hosur,Anniversary,September,16,4,19,1272,5088,Monday,Friday,5088
589,C093,40,3,09-12-2023,21:23:17,19-12-2023,01:21:34,Lucknow,Anniversary,December,21,10,1,1923,5769,Saturday,Tuesday,5769
590,C006,23,2,19-01-2023,21:36:21,23-01-2023,05:53:50,Durg,Anniversary,January,21,4,5,1098,2196,Thursday,Monday,2196
594,C060,20,2,26-05-2023,21:26:03,01-06-2023,04:59:28,Varanasi,Anniversary,May,21,6,4,697,1394,Friday,Thursday,1394
603,C079,8,3,29-05-2023,05:23:57,07-06-2023,15:14:45,Tiruvottiyur,Anniversary,May,5,9,15,252,756,Monday,Wednesday,756
609,C024,25,5,27-10-2023,11:08:56,28-10-2023,23:46:55,Hazaribagh,Anniversary,October,11,1,23,1202,6010,Friday,Saturday,6010
620,C074,67,3,11-07-2023,22:23:01,18-07-2023,01:24:50,Chapra,Anniversary,July,22,7,1,1374,4122,Tuesday,Tuesday,4122
626,C024,40,5,23-09-2023,15:12:58,27-09-2023,08:14:22,Bellary,Anniversary,September,15,4,8,1923,9615,Saturday,Wednesday,9615
641,C063,15,4,18-05-2023,23:59:56,26-05-2023,19:14:55,South Dumdum,Anniversary,May,23,8,19,1488,5952,Thursday,Friday,5952
644,C050,67,1,01-09-2023,14:54:36,11-09-2023,11:21:18,Parbhani,Anniversary,September,14,10,11,1374,1374,Friday,Monday,1374
663,C094,15,2,11-10-2023,14:47:08,12-10-2023,22:32:05,Hosur,Anniversary,October,14,1,22,1488,2976,Wednesday,Thursday,2976
670,C057,23,5,01-06-2023,05:47:59,10-06-2023,05:09:00,Bhopal,Anniversary,June,5,9,5,1098,5490,Thursday,Saturday,5490
679,C019,56,2,05-10-2023,17:29:19,14-10-2023,12:58:06,Durg,Anniversary,October,17,9,12,1272,2544,Thursday,Saturday,2544
680,C018,56,1,02-12-2023,22:20:31,08-12-2023,02:33:10,Avadi,Anniversary,December,22,6,2,1272,1272,Saturday,Friday,1272
681,C098,23,5,29-01-2023,10:08:06,05-02-2023,12:01:28,Nashik,Anniversary,January,10,7,12,1098,5490,Sunday,Sunday,5490
688,C015,54,2,28-01-2023,19:02:07,30-01-2023,13:51:22,Lucknow,Anniversary,January,19,2,13,1236,2472,Saturday,Monday,2472
694,C018,23,2,15-04-2023,19:26:27,21-04-2023,16:58:51,Kozhikode,Anniversary,April,19,6,16,1098,2196,Saturday,Friday,2196
706,C091,67,2,26-04-2023,05:35:11,04-05-2023,13:13:10,Madurai,Anniversary,April,5,8,13,1374,2748,Wednesday,Thursday,2748
710,C087,54,5,22-05-2023,01:33:03,29-05-2023,01:43:52,Jalna,Anniversary,May,1,7,1,1236,6180,Monday,Monday,6180
717,C059,67,5,25-06-2023,06:18:32,26-06-2023,23:20:48,Yamunanagar,Anniversary,June,6,1,23,1374,6870,Sunday,Monday,6870
737,C068,46,5,14-09-2023,07:35:50,17-09-2023,13:37:05,Bhilwara,Anniversary,September,7,3,13,758,3790,Thursday,Sunday,3790
749,C099,12,2,19-06-2023,13:13:17,24-06-2023,03:37:13,Nanded,Anniversary,June,13,5,3,672,1344,Monday,Saturday,1344
751,C084,23,5,10-04-2023,07:12:34,15-04-2023,01:52:34,Gandhidham,Anniversary,April,7,5,1,1098,5490,Monday,Saturday,5490
758,C043,40,5,16-10-2023,09:12:26,20-10-2023,03:46:58,Ajmer,Anniversary,October,9,4,3,1923,9615,Monday,Friday,9615
770,C080,25,3,29-05-2023,00:20:57,07-06-2023,09:39:12,Pallavaram,Anniversary,May,0,9,9,1202,3606,Monday,Wednesday,3606
778,C033,61,4,10-05-2023,03:58:40,13-05-2023,11:57:17,Raebareli,Anniversary,May,3,3,11,810,3240,Wednesday,Saturday,3240
781,C084,40,2,27-09-2023,15:26:58,05-10-2023,19:39:28,Muzaffarnagar,Anniversary,September,15,8,19,1923,3846,Wednesday,Thursday,3846
784,C042,56,2,02-06-2023,08:25:52,07-06-2023,06:16:19,Bhalswa Jahangir Pur,Anniversary,June,8,5,6,1272,2544,Friday,Wednesday,2544
796,C002,61,4,05-05-2023,07:53:26,14-05-2023,08:08:25,Rajkot,Anniversary,May,7,9,8,810,3240,Friday,Sunday,3240
798,C043,30,5,17-12-2023,17:35:18,26-12-2023,01:52:09,Sultan Pur Majra,Anniversary,December,17,9,1,751,3755,Sunday,Tuesday,3755
812,C058,40,2,12-12-2023,17:19:49,14-12-2023,01:28:32,Ongole,Anniversary,December,17,2,1,1923,3846,Tuesday,Thursday,3846
815,C098,61,3,29-09-2023,07:08:13,08-10-2023,14:46:18,Bhatpara,Anniversary,September,7,9,14,810,2430,Friday,Sunday,2430
824,C097,46,4,06-05-2023,07:56:11,07-05-2023,15:23:52,Muzaffarpur,Anniversary,May,7,1,15,758,3032,Saturday,Sunday,3032
825,C044,25,5,30-06-2023,10:50:24,01-07-2023,18:08:04,Nellore,Anniversary,June,10,1,18,1202,6010,Friday,Saturday,6010
828,C044,8,3,24-10-2023,16:47:01,01-11-2023,22:18:58,Gwalior,Anniversary,October,16,8,22,252,756,Tuesday,Wednesday,756
830,C007,46,2,12-01-2023,19:18:53,15-01-2023,05:04:21,Indore,Anniversary,January,19,3,5,758,1516,Thursday,Sunday,1516
831,C079,56,5,24-05-2023,18:41:33,03-06-2023,19:06:17,Rajahmundry,Anniversary,May,18,10,19,1272,6360,Wednesday,Saturday,6360
840,C031,67,2,13-01-2023,19:19:35,16-01-2023,11:50:30,Tirunelveli,Anniversary,January,19,3,11,1374,2748,Friday,Monday,2748
842,C085,46,2,29-12-2023,17:11:33,01-01-2024,02:27:46,Kulti,Anniversary,December,17,3,2,758,1516,Friday,Monday,1516
863,C099,20,3,05-06-2023,09:28:04,15-06-2023,03:13:05,Jehanabad,Anniversary,June,9,10,3,697,2091,Monday,Thursday,2091
871,C062,15,1,11-06-2023,06:05:30,15-06-2023,20:56:56,Secunderabad,Anniversary,June,6,4,20,1488,1488,Sunday,Thursday,1488
894,C092,54,4,14-10-2023,14:05:43,21-10-2023,23:10:21,Proddatur,Anniversary,October,14,7,23,1236,4944,Saturday,Saturday,4944
896,C053,46,1,05-04-2023,04:13:55,10-04-2023,12:50:15,Haldia,Anniversary,April,4,5,12,758,758,Wednesday,Monday,758
907,C046,30,2,19-04-2023,21:36:41,25-04-2023,11:12:03,Burhanpur,Anniversary,April,21,6,11,751,1502,Wednesday,Tuesday,1502
913,C092,56,5,10-12-2023,18:39:24,12-12-2023,05:37:07,Bharatpur,Anniversary,December,18,2,5,1272,6360,Sunday,Tuesday,6360
917,C052,12,3,24-01-2023,05:56:54,29-01-2023,11:04:23,Bareilly,Anniversary,January,5,5,11,672,2016,Tuesday,Sunday,2016
921,C078,23,4,18-09-2023,13:52:40,23-09-2023,07:22:26,Ghaziabad,Anniversary,September,13,5,7,1098,4392,Monday,Saturday,4392
922,C009,23,1,14-12-2023,09:16:24,18-12-2023,08:03:37,Mahbubnagar,Anniversary,December,9,4,8,1098,1098,Thursday,Monday,1098
930,C083,61,3,03-06-2023,15:52:31,07-06-2023,19:41:15,Gangtok,Anniversary,June,15,4,19,810,2430,Saturday,Wednesday,2430
946,C050,17,4,02-12-2023,11:07:29,09-12-2023,17:43:17,Ratlam,Anniversary,December,11,7,17,1899,7596,Saturday,Saturday,7596
953,C076,40,1,03-09-2023,00:26:01,04-09-2023,07:33:50,Varanasi,Anniversary,September,0,1,7,1923,1923,Sunday,Monday,1923
957,C038,23,1,15-12-2023,01:56:38,17-12-2023,21:07:55,Kanpur,Anniversary,December,1,2,21,1098,1098,Friday,Sunday,1098
959,C098,40,1,21-12-2023,01:54:46,26-12-2023,21:05:45,Raebareli,Anniversary,December,1,5,21,1923,1923,Thursday,Tuesday,1923
962,C028,17,5,29-09-2023,11:55:53,01-10-2023,16:15:08,Kalyan-Dombivli,Anniversary,September,11,2,16,1899,9495,Friday,Sunday,9495
970,C020,54,4,13-04-2023,03:26:33,21-04-2023,21:37:17,Siliguri,Anniversary,April,3,8,21,1236,4944,Thursday,Friday,4944
972,C026,30,2,30-04-2023,01:34:34,02-05-2023,05:27:14,Ujjain,Anniversary,April,1,2,5,751,1502,Sunday,Tuesday,1502
976,C017,17,2,19-05-2023,07:11:09,20-05-2023,08:38:28,Raichur,Anniversary,May,7,1,8,1899,3798,Friday,Saturday,3798
980,C067,12,5,21-09-2023,20:35:26,30-09-2023,00:43:39,Bijapur,Anniversary,September,20,9,0,672,3360,Thursday,Saturday,3360
981,C014,46,2,02-04-2023,20:01:08,03-04-2023,20:21:37,Dehradun,Anniversary,April,20,1,20,758,1516,Sunday,Monday,1516
993,C082,61,5,08-10-2023,21:34:06,14-10-2023,15:55:58,Kishanganj,Anniversary,October,21,6,15,810,4050,Sunday,Saturday,4050
996,C077,25,5,13-05-2023,06:55:09,19-05-2023,05:41:20,Faridabad,Anniversary,May,6,6,5,1202,6010,Saturday,Friday,6010
